"","Address","Restaurant","Cuisine","Latitude","Longitude","City"
"226","325 Broadway New York, NY, 10007","Asian Diet Food - Broadway","Chinese, Japanese, Sushi, Noodles, Seafood, Soups, Wings, Chicken, Salads, Vegetarian, Asian, Healthy, Low Carb, Low Fat, Lunch Specials, Szechwan",40.71608,-74.00493,"New York City"
"227","327 W 44th St New York, NY, 10036","Babalu","Cuban, Peruvian, Seafood, American",40.75927,-73.99015,"New York City"
"228","333 E 60th St New York, NY, 10022","Prime 333","Seafood, Steak",40.76085,-73.9623,"New York City"
"229","348 Dyckman St New York, NY, 10034","La Marina","Seafood, Steak",40.86896,-73.93188,"New York City"
"230","3633 Broadway New York, NY, 10031","Crown Fried Chicken","Burgers, Seafood, Chicken",40.82948,-73.94858,"New York City"
"231","3668 Broadway New York, NY, 10031","Alaska Fish Market","Seafood",40.83054,-73.94716,"New York City"
"232","37 E 50th St New York, NY, 10022","Maloney & Porcelli","Seafood, Steak",40.75789,-73.97461,"New York City"
"233","381 3rd Ave New York, NY, 10016","Amber Sushi (28th St)","Japanese, Sushi, Noodles, Seafood, Soups, Salads, Asian, Healthy, Lunch Specials",40.7415,-73.98093,"New York City"
"234","39 W 19th St New York, NY, 10011","Burger & Lobster","Burgers, Seafood",40.74006,-73.99336,"New York City"
"235","390 Broome St New York, NY, 10013","Seamore?s Nolita","Seafood",40.72069,-73.99699,"New York City"
"236","3903 Broadway #3905 New York, NY, 10032","Seafood King Fish Market","Seafood, Latin American",40.83804,-73.94229,"New York City"
"237","4 W 22nd St New York, NY, 10010","Sagaponack","American (New), Seafood",40.74094,-73.99079,"New York City"
"238","402 W 43rd St New York, NY, 10036","Esca","Italian, Seafood, Local/Organic",40.75921,-73.99275,"New York City"
"239","4127 Broadway New York, NY, 10032","Calle 174 Pescaderia (fka Sea Flower)","Seafood",40.84583,-73.93877,"New York City"
"240","420 Hudson St New York, NY, 10014","The Clam","Seafood",40.73032,-74.00658,"New York City"
"241","4235 Broadway New York, NY, 10033","Junior's Seafood","Seafood, Latin American",40.84953,-73.93695,"New York City"
"242","4250 Broadway New York, NY, 10033","Mid Atlantic Fish Market","Seafood",40.84987,-73.93566,"New York City"
"243","426 Amsterdam Ave New York, NY, 10024","Luke's Lobster","Seafood, Soups, New England",40.78422,-73.97787,"New York City"
"244","429 Lenox Ave New York, NY, 10037","House of Seafood Express","Seafood",40.81197,-73.94284,"New York City"
"245","44 W 63rd St New York, NY, 10023","Ed's Chowder House","Seafood, Soups, Cocktails",40.77137,-73.98268,"New York City"
"246","461 W 23rd St New York, NY, 10011","Barchetta","Italian, Seafood",40.74765,-74.00352,"New York City"
"247","46th St New York, NY, 10036","Kim's Aunt Kitchen Cart","Korean, Sandwiches, Seafood",40.76016,-73.98883,"New York City"
"248","4762 Broadway Ave New York, NY, 10034","Albert's Mofongo","Puerto Rican, Seafood, Caribbean, Salads, Healthy",40.86556,-73.92676,"New York City"
"249","4799 Broadway New York, NY, 10034","Caridad","Puerto Rican, Seafood, Latin American",40.86641,-73.92545,"New York City"
"250","49 W 64th St New York, NY, 10023","Atlantic Grill Lincoln Center","Sushi, Seafood",40.77209,-73.98135,"New York City"
"251","491 1st Ave New York, NY, 10016","East Bay Diner","Sandwiches, Seafood, Soups, American, Desserts, Wraps, Salads, Breakfast, Healthy",40.74061,-73.97607,"New York City"
"252","511 W 125th St New York, NY, 10027","El Puerto Seafood & Fish Market","Seafood, American",40.81404,-73.95643,"New York City"
"253","52 E 41st St New York, NY, 10016","Benjamin Steakhouse","Seafood, Steak",40.75163,-73.97909,"New York City"
"254","53 Bayard St New York, NY, 10013","Three Ocean","Chinese, Seafood",40.71518,-73.99768,"New York City"
"255","535 3rd Ave New York, NY, 10016","Wild Edibles","Seafood",40.74665,-73.97719,"New York City"
"256","538 Madison Ave New York, NY, 10022","Caviar Russe","Russian, Seafood",40.76077,-73.97385,"New York City"
"257","541 Amsterdam Ave New York, NY, 10024","Barney Greengrass","Deli Food, Sandwiches, Seafood",40.78809,-73.97433,"New York City"
"258","55 E 54th St New York, NY, 10022","Nerai","Greek, Seafood",40.7603,-73.97302,"New York City"
"259","551 5th Ave New York, NY, 10017","Tommy Bahama","Hawaiian, Seafood, American",40.75539,-73.9789,"New York City"
"260","568 Amsterdam Ave New York, NY, 10024","The Mermaid Inn","Seafood",40.78879,-73.97453,"New York City"
"261","57 1st Ave New York City, NY, 10003","Pudgie's/Nathans/Arthur Treacher's","Seafood, American, Wings, Chicken",40.72506,-73.98743,"New York City"
"262","59 E 125th St New York, NY, 10035","A Taste Of Seafood","Seafood, Soul Food",40.80576,-73.94006,"New York City"
"263","6 E 32nd St New York, NY, 10016","Ichiumi","Japanese, Sushi, Seafood",40.74654,-73.98498,"New York City"
"264","60 Pearl St New York, NY, 10004","Bombay's Indian Restaurant","Indian, Seafood, Chicken, Salads, Asian, Healthy",40.70342,-74.01108,"New York City"
"265","62 Charles St New York, NY, 10014","Sevilla","Spanish, Seafood",40.73483,-74.00293,"New York City"
"266","625 Columbus Ave New York, NY, 10024","Trattoria iL Gusto (Formerly Pesce & Pasta)","Italian, Seafood",40.7893,-73.96978,"New York City"
"267","633 3rd Ave New York, NY, 10017","Docks","Sushi, Seafood",40.74971,-73.97478,"New York City"
"268","64 Charles St New York, NY, 10014","Mary's Fish Camp","Seafood",40.73477,-74.00324,"New York City"
"269","643 Broadway New York, NY, 10012","Barfish Bistro","Seafood",40.72675,-73.99602,"New York City"
"270","676 6th Ave New York, NY, 10010","Markt Restaurant","Belgian, Seafood",40.74162,-73.9934,"New York City"
"271","684 St Nicholas Ave New York, NY, 10031","Famous Fish Market","Seafood",40.82357,-73.94482,"New York City"
"272","685 3rd Ave New York, NY, 10017","Luke's Lobster","Seafood, Soups, New England",40.75149,-73.9736,"New York City"
"273","69 MacDougal St New York, NY, 10012","Villa Mosconi","Italian, Seafood",40.72859,-74.002,"New York City"
"274","70 John St New York, NY, 10038","Asian Diet Food - John St.","Chinese, Japanese, Sushi, Noodles, Seafood, Soups, Wings, Chicken, Salads, Vegetarian, Asian, Healthy, Low Fat, Lunch Specials",40.70868,-74.00729,"New York City"
"275","729 3rd Ave New York, NY, 10017","Harp Raw Bar & Grill","Seafood, Soul Food",40.75287,-73.97257,"New York City"
"276","744 9th Ave New York, NY, 10019","The Claw","Seafood",40.76355,-73.98859,"New York City"
"277","75 9th Ave New York, NY, 10011","The Lobster Place","Sushi, Seafood, Soups",40.74245,-74.00596,"New York City"
"278","75 Murray St New York, NY, 10007","Beluga Bar by Caviarteria","Seafood, Cocktails, Other",40.71486,-74.01053,"New York City"
"279","76 Clinton St New York, NY, 10002","Black Crescent","Seafood, Cocktails",40.71892,-73.985,"New York City"
"280","764 10th Ave New York, NY, 10019","Crispin's","Italian, Mediterranean, Seafood",40.76574,-73.9907,"New York City"
"281","77 Delancey St New York, NY, 10002","Grey Lady","American (New), Seafood, Cocktails",40.71883,-73.99022,"New York City"
"282","77 Pearl St New York, NY, 10004","Terrace Fish & Chips","Seafood, Fish & Chips",40.70403,-74.01048,"New York City"
"283","774 Amsterdam Ave New York, NY, 10025","Joon's Westside Fish","Seafood, American",40.79538,-73.96978,"New York City"
"284","78 Carmine St New York, NY, 10014","Cafe Espanol","Spanish, Seafood",40.72949,-74.00467,"New York City"
"285","79 MacDougal St New York, NY, 10012","Mermaid Oyster Bar","Seafood, Cocktails",40.72889,-74.00187,"New York City"
"286","797 3rd Ave New York, NY, 10022","Smith & Wollensky","Seafood, Steak",40.75517,-73.97074,"New York City"
"287","800 7th Ave New York, NY, 10019","Rosie O'Grady's","Irish, Seafood, Steak, American",40.76255,-73.98248,"New York City"
"288","818 10th Ave New York, NY, 10019","White Oak","American (New), Seafood",40.76735,-73.9895,"New York City"
"289","828 8th Avenue New York, NY, 10019","Thalia","American (New), Seafood",40.76203,-73.98606,"New York City"
"290","840 2nd Ave New York, NY, 10017","The Palm Too","Seafood, Steak",40.75146,-73.97067,"New York City"
"291","87 E 4th St New York, NY, 10003","Cucina Di Pesce","Italian, Seafood",40.72651,-73.98977,"New York City"
"292","871 7th Ave New York, NY, 10019","Molyvos","Greek, Seafood",40.76448,-73.98055,"New York City"
"293","88 2nd Ave New York, NY, 10003","The Kitchen Sink","Burgers, Sandwiches, Seafood, Steak, American, Pasta, Salads, Breakfast, Healthy",40.72681,-73.98864,"New York City"
"294","88 9th Ave New York, NY, 10014","Catch NYC","Sushi, Seafood",40.74235,-74.00408,"New York City"
"295","882 1st Ave New York, NY, 10022","Bangkok Grand Palace","Thai, Seafood, Vegetarian",40.75363,-73.96604,"New York City"
"296","89 E 42nd St New York, NY, 10017","Grand Central Oyster Bar","Seafood",40.75273,-73.97724,"New York City"
"297","89 South St New York, NY, 10038","Beekman Beer Garden","German, Seafood, Bar Food",40.70577,-74.00179,"New York City"
"298","890 7th Ave New York, NY, 10106","Redeye Grill","Sushi, Seafood, Steak",40.76519,-73.98068,"New York City"
"299","90 West Houston Street New York, NY, 10012","Lobster Smack","Seafood",40.72723,-73.99995,"New York City"
"300","90 West St New York, NY, 10006","Morton's The Steakhouse","Seafood, Steak, American, Fine Dining",40.71006,-74.01442,"New York City"
"301","93 E 7th St New York, NY, 10009","Luke's Lobster","Seafood, Soups, New England",40.72697,-73.9853,"New York City"
"302","937 1st Ave New York, NY, 10017","Ashiya V Sushi","Japanese, Sushi, Seafood, Asian, Lunch Specials",40.75495,-73.96559,"New York City"
"303","940 1st Ave New York, NY, 10022","Pisacane Fish & Seafood","Seafood, American",40.75483,-73.96517,"New York City"
"304","945 2nd Ave New York, NY, 10022","Crave Fishbar","Seafood",40.75513,-73.9687,"New York City"
"305","95 1st Ave New York, NY, 10003","Upstate","Seafood, Tapas",40.72635,-73.98655,"New York City"
"306","950 Broadway New York, NY, 10010","Benvenuto Caffe","Italian, Pizza, Sandwiches, Seafood, Soups, American, Pasta, Wraps, Salads, Vegetarian, Breakfast, Healthy",40.74104,-73.98898,"New York City"
"307","96 2nd Ave New York, NY, 10003","The Mermaid Inn","Seafood",40.72702,-73.98849,"New York City"
"308","97 MacDougal St New York, NY, 10012","Montes Trattoria","Italian, Seafood",40.72963,-74.00116,"New York City"
"309","973 Amsterdam Ave New York, NY, 10025","El Rey de la Caridad","Puerto Rican, Seafood, Caribbean, Latin American",40.80151,-73.9647,"New York City"
"310","975 Amsterdam Ave New York, NY, 10025","Amsterdam Ave Fish","Seafood, Fish & Chips",40.80153,-73.96456,"New York City"
"311","995 6th Ave New York, NY, 10018","JJ Sushi Cafe","Japanese, Sushi, Seafood, Soups, Vegetarian, Asian, Healthy, Lunch Specials",40.7517,-73.98675,"New York City"
"312","Location Varies New York, NY, 10018","Urban Lobster Shack On Wheels","Sandwiches, Seafood",40.75664,-73.99307,"New York City"
"313","365 Park Ave, New York, NY 10154","Red Hook Lobster Pound","Sandwiches, Seafood",40.75692,-73.9718,"New York City"
"314","Pier 25 New York, NY, 10013","Grand Banks","American (New), Seafood",40.72031,-74.01435,"New York City"
"315","Pier 66 Maritime New York, NY, 10011","Frying Pan","Seafood, American",40.75243,-74.00972,"New York City"
"316","Pier 81 New York, NY, 10036","North River Lobster Company","Seafood",40.76177,-74.00252,"New York City"
"317","South St Seaport Pier 17 New York, NY, 10038","Harbour Lights","American (New), Seafood",40.70556,-74.00174,"New York City"
"318","The East River Btwn 29th & 32nd St New York, NY, 10016","The Water Club","American (New), Seafood",40.74407,-73.97094,"New York City"
"319","The East River New York, NY, 10016","The Crow's Nest","Seafood, Bar Food, Cocktails",40.74727,-73.98006,"New York City"
